closed_issues,commits,created_at,description,forks,history,inner_source,is_nvidia,latest_release.published_at,latest_release.tag_name,license,name,open_days,open_issues,open_prs,openrank,openrank_chart,openrank_data,pushed_at,quadrant,rank,ring,stars,status,topics,url
54514,541197,2016-12-07T09:39:33Z,"<a href=""https://github.com/llvm/llvm-project"">llvm/llvm-project</a>: The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.<img src=""charts/llvm_llvm-project_openrank.png"" width=""400""><br>",13859,[],FALSE,FALSE,2025-06-13T04:58:41Z,llvmorg-20.1.7,Other,llvm/llvm-project,3114,25607,4732,5507.7,"<img src=""charts/llvm_llvm-project_openrank.png"" width=""400"">","{""2019"": 38.51, ""2020"": 130.31, ""2021"": 142.67, ""2022"": 4453.12, ""2023"": 7991.01, ""2024"": 20074.69, ""2025"": 9100.5, ""2019-01"": 0.14, ""2019-02"": 0.76, ""2019-03"": 0.79, ""2019-04"": 1.15, ""2019-05"": 1.17, ""2019-06"": 2.25, ""2019-07"": 1.14, ""2019-08"": 0.8, ""2019-09"": 0.46, ""2019-10"": 1.63, ""2019-11"": 4.85, ""2019-12"": 23.35, ""2020-01"": 22.88, ""2020-02"": 27.4, ""2020-03"": 33.53, ""2020-04"": 16.02, ""2020-05"": 7.1, ""2020-06"": 2.81, ""2020-07"": 4.15, ""2020-08"": 1.52, ""2020-09"": 4.1, ""2020-10"": 5, ""2020-11"": 3.75, ""2020-12"": 2.05, ""2021-01"": 2.21, ""2021-02"": 1.89, ""2021-03"": 2.96, ""2021-04"": 2.09, ""2021-05"": 2.47, ""2021-06"": 4.45, ""2021-07"": 4.99, ""2021-08"": 5.36, ""2021-09"": 2.68, ""2021-10"": 19, ""2021-11"": 2.91, ""2021-12"": 106.19, ""2022-01"": 226.51, ""2022-02"": 297.58, ""2022-03"": 343.88, ""2022-04"": 372.91, ""2022-05"": 391.75, ""2022-06"": 401.2, ""2022-07"": 389.86, ""2022-08"": 413.8, ""2022-09"": 400.69, ""2022-10"": 397.97, ""2022-11"": 404.73, ""2022-12"": 412.24, ""2023-01"": 435.28, ""2023-02"": 455.24, ""2023-03"": 472.16, ""2023-04"": 455.17, ""2023-05"": 450.07, ""2023-06"": 445.72, ""2023-07"": 463.47, ""2023-08"": 519.68, ""2023-09"": 815.15, ""2023-10"": 1051.74, ""2023-11"": 1162.84, ""2023-12"": 1264.51, ""2024-01"": 1399.65, ""2024-02"": 1475.34, ""2024-03"": 1571.51, ""2024-04"": 1666.93, ""2024-05"": 1662.73, ""2024-06"": 1657, ""2024-07"": 1717.06, ""2024-08"": 1763.22, ""2024-09"": 1782.05, ""2024-10"": 1800.89, ""2024-11"": 1817.22, ""2024-12"": 1761.1, ""2025-01"": 1816.13, ""2025-02"": 1776.68, ""2025-03"": 1787.05, ""2025-04"": 1851.88, ""2025-05"": 1868.77, ""2021-10-raw"": 4.47, ""2019Q1"": 1.69, ""2019Q2"": 4.57, ""2019Q3"": 2.41, ""2019Q4"": 29.84, ""2020Q1"": 83.81, ""2020Q2"": 25.93, ""2020Q3"": 9.77, ""2020Q4"": 10.79, ""2021Q1"": 7.07, ""2021Q2"": 9, ""2021Q3"": 13.02, ""2021Q4"": 113.57, ""2022Q1"": 867.97, ""2022Q2"": 1165.86, ""2022Q3"": 1204.35, ""2022Q4"": 1214.95, ""2023Q1"": 1362.68, ""2023Q2"": 1350.96, ""2023Q3"": 1798.3, ""2023Q4"": 3479.09, ""2024Q1"": 4446.5, ""2024Q2"": 4986.66, ""2024Q3"": 5262.33, ""2024Q4"": 5379.21, ""2025Q1"": 5379.85, ""2025Q2"": 3720.65}",2025-06-17T02:57:36Z,Platform,1,Adopt,33038,New,No Topics,https://github.com/llvm/llvm-project
